,latitude,longitude
0,72.68770833333333,23.208138333333334
1,72.548501666667,23.042368333333
2,77.69200666666667,12.920213333333333
3,77.68761166666667,12.91886
4,77.68982666666666,12.919815
5,77.68786666666666,12.918795
6,77.76716166666667,13.020428333333333
7,77.687955,12.919165
8,77.66238666666666,12.921708333333333
9,77.68797,12.919225
10,77.74103166666667,12.959386666666667
11,77.69163666666667,12.920448333333333
12,77.68797166666667,12.918768333333333
13,77.692815,12.926465
14,77.67380166666666,12.926716666666668
15,77.69118333333333,12.943485
16,77.692765,12.940006666666667
17,77.68799,12.919151666666666
18,77.69372,12.908938333333333
19,77.68509166666666,12.919448333333333
20,77.68505166666667,12.919445
21,77.68787166666667,12.918771666666666
22,77.68730833333333,12.918576666666667
23,77.68806333333333,12.918781666666666
24,77.69305666666666,12.926316666666667
25,77.69341833333333,12.974243333333334
26,77.687845,12.919141666666667
27,77.68101833333333,12.924291666666667
28,77.65777166666666,12.875488333333333
29,77.67355833333333,12.92815
30,77.68733166666667,12.919476666666666
31,77.68913833333333,12.920095
32,77.68522666666667,12.919395
33,77.66268666666667,12.92226
34,77.68795666666666,12.918518333333333
35,77.68786,12.919203333333334
36,77.69322666666666,12.894953333333333
37,77.60981333333334,12.927841666666666
38,77.69361833333333,12.925133333333333
39,77.61457166666666,13.001001666666667
40,77.69062333333333,12.934805
41,77.69330166666667,12.92622
42,77.690625,12.919811666666666
43,77.67963,12.924678333333333
44,77.68786333333334,12.918928333333334
45,77.68539333333334,12.927548333333334
46,77.71237166666667,12.95925
47,77.68204833333333,12.932968333333333
48,77.70133,12.941508333333333
49,77.69181166666667,12.920295
50,77.687765,12.919171666666667
51,77.68754833333334,12.928625
52,77.68785833333334,12.918791666666667
53,77.672935,12.928686666666668
54,77.68818666666667,12.918528333333333
55,77.665045,12.92389
56,77.68801333333333,12.918735
57,77.69412666666666,12.925793333333333
58,77.687895,12.919196666666666
59,77.68999666666667,12.919681666666667
60,77.68786333333334,12.91908
61,77.69172666666667,12.920398333333333
62,77.68668166666667,12.918276666666667
63,77.67536166666666,12.926175
64,77.68936166666667,12.919645
65,77.69490333333333,12.908863333333333
66,77.69429,12.926115
67,77.68778833333333,12.91877
68,77.67355833333333,12.891113333333333
69,77.68775166666667,12.919303333333334
70,77.69076666666666,12.94364
71,77.693835,12.933518333333334
72,77.68785,12.919128333333333
73,77.69164,12.920311666666667
74,77.68612833333333,12.920663333333334
75,77.68112833333333,12.93004
76,77.717486666667,12.923896666667
77,77.69467833333333,12.926981666666666
78,77.69832166666667,12.941688333333333
79,77.68778,12.91914
80,77.68698499999999,12.93225
81,77.691845,12.920425
82,77.70614166666667,12.934658333333333
83,77.699725,12.955731666666667
84,77.68791833333333,12.91917
85,77.679525,12.929868333333333
