,latitude,longitude,labels,bike_no
214,77.68872166666667,12.92203,0,1000222
215,77.52521833333333,13.072056666666667,0,1000223
216,77.68790333333334,12.918971666666666,0,1000224
217,77.68238000000002,12.93297,0,1000225
218,77.685625,12.920246666666667,0,1000226
219,77.68526833333334,12.920021666666667,0,1000227
220,77.68796333333333,12.919218333333333,0,1000228
221,77.687905,12.918925,0,1000229
222,77.68829833333334,12.928728333333336,0,1000230
223,77.68796666666667,12.919056666666664,0,1000231
224,77.68993,12.91977,0,1000232
225,77.68786999999998,12.919206666666666,0,1000233
226,77.68778333333333,12.919033333333333,0,1000234
227,77.69003833333333,12.919693333333333,0,1000235
228,77.67779833333333,12.931833333333335,0,1000236
229,77.68803666666666,12.919003333333333,0,1000237
230,77.69168833333333,12.920108333333333,0,1000238
231,77.68793666666667,12.918903333333333,0,1000240
232,77.68774166666667,12.919411666666667,0,1000241
233,77.66245,12.922281666666667,0,1000242
234,77.68793166666667,12.918783333333336,0,1000243
235,77.68801666666667,12.918971666666666,0,1000244
236,77.68791833333333,12.91907,0,1000245
237,77.69136666666667,12.943213333333333,0,1000246
238,77.67680833333333,12.920478333333335,0,1000247
239,77.68787833333333,12.918846666666667,0,1000248
240,77.68787166666667,12.918866666666664,0,1000249
241,77.68481833333334,12.92868,0,1000250
242,77.68797666666667,12.919053333333334,0,1000251
243,77.68786166666666,12.918941666666667,0,1000252
244,77.69174666666666,12.920318333333332,0,1000254
245,77.68788333333333,12.918903333333333,0,1000255
246,77.70547166666667,12.907038333333333,0,1000256
247,77.69094166666666,12.926173333333333,0,1000257
248,77.69017166666667,12.924671666666667,0,1000258
249,77.68802666666667,12.918875,0,1000259
250,77.68778166666667,12.91927,0,1000260
251,77.68787166666667,12.918798333333333,0,1000261
252,77.68701999999998,12.919776666666667,0,1000262
253,77.68490166666666,12.928795,0,1000263
254,77.68786999999998,12.919146666666665,0,1000264
255,77.68787833333333,12.918861666666665,0,1000265
256,77.68787166666667,12.919001666666665,0,1000266
257,77.68763666666666,12.918713333333333,0,1000267
258,77.68758333333334,12.919030000000001,0,1000268
259,77.68794666666666,12.918898333333333,0,1000269
260,77.67472166666667,12.925253333333336,0,1000270
261,77.68810833333333,12.918795,0,1000272
262,77.698675,12.915561666666667,0,1000273
263,77.68649666666667,12.925491666666666,0,1000274
264,77.68783833333333,12.919243333333334,0,1000276
265,77.68786333333334,12.919013333333336,0,1000277
266,77.68574166666667,12.922371666666667,0,1000278
267,77.69361500000002,12.974421666666665,0,1000279
268,77.68764666666667,12.919053333333334,0,1000280
269,77.68786333333334,12.918913333333334,0,1000281
270,77.68348333333333,12.919253333333335,0,1000282
271,77.694505,12.924625,0,1000283
272,77.68796166666667,12.919085,0,1000284
273,77.6879,12.919251666666666,0,1000285
274,77.68796666666667,12.919045,0,1000286
275,77.68792333333333,12.919175,0,1000287
276,77.66916666666667,12.917528333333333,0,1000288
277,77.687895,12.919130000000001,0,1000289
278,77.70890166666666,12.912848333333333,0,1000290
279,77.68792333333333,12.919113333333335,0,1000291
280,77.68770500000002,12.919356666666667,0,1000292
281,77.68246333333333,12.932856666666664,0,1000293
282,77.68791999999998,12.919185,0,1000294
283,77.68745833333334,12.919315,0,1000295
284,77.68800166666666,12.91911,0,1000296
285,77.68790666666666,12.919001666666665,0,1000298
286,77.70563333333334,12.931343333333333,0,1000299
287,77.68764333333333,12.918758333333333,0,1000300
288,77.69731333333333,12.974895,0,1000302
289,77.68751999999998,12.919273333333333,0,1000303
290,77.67519666666666,12.926896666666664,0,1000304
291,77.69142666666667,12.94329,0,1000305
292,77.69252,12.924416666666668,0,1000306
293,77.687985,12.918905,0,1000308
294,77.68765666666667,12.91916,0,1000310
295,77.68946833333334,12.919606666666667,0,1000311
296,77.685015,12.922323333333333,0,1000312
297,77.68779333333333,12.919261666666667,0,1000313
298,77.689255,12.919128333333333,0,1000314
299,77.68395833333334,12.9331,0,1000315
300,77.68784833333333,12.9189,0,1000316
301,77.68787666666667,12.918833333333335,0,1000317
302,77.68655666666666,12.925395,0,1000318
303,77.68784166666667,12.919210000000001,0,1000319
304,77.68782166666666,12.919258333333335,0,1000320
305,77.68795166666666,12.918848333333333,0,1000321
306,77.687865,12.919211666666667,0,1000322
307,77.68478666666667,12.928691666666667,0,1000324
308,77.663165,12.9226,0,1000325
309,77.68792166666667,12.919115,0,1000326
310,77.68792333333333,12.91907,0,1000327
311,77.68789666666666,12.919068333333335,0,1000329
312,77.68700666666666,12.919535,0,1000330
313,77.68793000000002,12.919178333333333,0,1000331
314,77.68265166666667,12.931285,0,1000332
315,77.68783499999998,12.919045,0,1000333
316,77.68779833333333,12.918911666666665,0,1000334
317,77.68791999999998,12.919013333333336,0,1000336
318,77.6854,12.918766666666668,0,1000337
319,77.69167833333333,12.920485000000001,0,1000338
320,77.69092833333333,12.924756666666667,0,1000339
321,77.68762833333334,12.9192,0,1000340
322,77.68763,12.919128333333333,0,1000341
323,77.68681666666667,12.936821666666667,0,1000342
324,77.67379333333334,12.926886666666665,0,1000343
325,77.68564833333333,12.918996666666667,0,1000344
326,77.690315,12.92563,0,1000345
327,77.68780833333334,12.922011666666664,0,1000346
328,77.70237666666667,12.969506666666666,0,1000347
329,77.68793166666667,12.919081666666667,0,1000348
330,77.68794166666666,12.9191,0,1000349
331,77.69112833333334,12.943446666666668,0,1000350
332,77.68838000000002,12.918595,0,1000351
333,77.68800166666666,12.919021666666668,0,1000352
334,77.69161333333334,12.920221666666665,0,1000353
335,77.68784666666667,12.918886666666667,0,1000354
336,77.68793666666667,12.919185,0,1000355
337,77.68657666666667,12.920028333333333,0,1000356
338,77.68791333333333,12.918961666666664,0,1000357
339,77.688185,12.91884,0,1000358
340,77.69243833333333,12.92435,0,1000359
341,77.68796166666667,12.91905,0,1000360
342,77.67521500000002,12.9259,0,1000361
343,77.68775333333333,12.919023333333335,0,1000362
344,77.69097833333333,12.943546666666665,0,1000363
345,77.68750833333333,12.919571666666664,0,1000364
346,77.68798833333334,12.918978333333332,0,1000365
347,77.68761166666667,12.919376666666668,0,1000366
348,77.68791333333333,12.919036666666667,0,1000367
349,77.68790833333334,12.919171666666667,0,1000368
350,77.68798166666667,12.919328333333333,0,1000369
351,77.67247833333333,12.925285,0,1000370
352,77.67391333333333,12.900555,0,1000371
353,77.687735,12.91933,0,1000372
354,77.69406166666667,12.941443333333336,0,1000374
355,77.68755999999998,12.918996666666667,0,1000375
356,77.68774833333333,12.919166666666667,0,1000376
357,77.68789333333334,12.918851666666667,0,1000377
358,77.68995833333334,12.924451666666664,0,1000378
359,77.68786333333334,12.918905,0,1000379
360,77.67321,12.927164999999999,0,1000380
361,77.66544166666667,12.926916666666667,0,1000382
362,77.68850666666667,12.92389,0,1000383
363,77.687905,12.918788333333335,0,1000384
364,77.69177166666667,12.920433333333332,0,1000385
365,77.67612166666666,12.926353333333333,0,1000386
366,77.66761833333334,12.921501666666664,0,1000387
367,77.68913666666667,12.919341666666664,0,1000388
368,77.68786333333334,12.91906,0,1000389
369,77.69171666666666,12.924665,0,1000392
370,77.68480666666666,12.928758333333333,0,1000393
371,77.67627833333333,12.930623333333333,0,1000394
372,77.68785666666666,12.919101666666664,0,1000395
373,77.663795,12.922055,0,1000396
374,77.68747666666667,12.9191,0,1000397
375,77.69177333333333,12.920458333333332,0,1000398
376,77.68781666666666,12.918885000000001,0,1000399
377,77.68572166666667,12.918358333333336,0,1000400
378,77.69177166666667,12.920258333333333,0,1000401
379,77.687935,12.919103333333334,0,1000402
380,77.68926,12.919826666666667,0,1000403
381,77.67262666666667,12.927788333333336,0,1000406
382,77.70567666666666,12.9619,0,1000407
383,77.67084,12.914388333333333,0,1000408
384,77.68791333333333,12.918906666666668,0,1000410
385,77.70864333333333,12.935566666666665,0,1000412
386,77.68791666666667,12.918955,0,1000413
387,77.67434833333333,12.929478333333336,0,1000414
388,77.69156166666667,12.920345,0,1000415
389,77.68838666666667,12.939228333333334,0,1000417
390,77.69516666666667,12.935216666666667,0,1000419
391,77.68792166666667,12.918933333333333,0,1000420
392,77.68793000000002,12.918911666666665,0,1000421
393,77.674385,12.923728333333333,0,1000423
394,77.67773166666667,12.92934,0,1000424
395,77.68506666666667,12.919408333333333,0,1000427
396,77.683065,12.930641666666665,0,1000428
397,77.68531333333334,12.92505,0,1000429
398,77.68783333333333,12.919363333333333,0,1000430
399,77.67879833333333,12.933013333333333,0,1000431
400,77.68775333333333,12.919135,0,1000432
401,77.68044333333333,12.944803333333333,0,1000433
402,77.688085,12.918741666666667,0,1000434
403,77.68792666666667,12.919246666666664,0,1000435
404,77.68328000000002,12.93073,0,1000436
405,77.67500166666667,12.929806666666664,0,1000439
406,77.69022166666667,12.924693333333336,0,1000440
407,77.694975,12.9244,0,1000442
408,77.687945,12.918595,0,1000443
409,77.69864833333334,12.938101666666665,0,1000444
410,77.68788833333333,12.91916,0,1000445
411,77.69468,12.935761666666664,0,1000446
412,77.68794,12.919165,0,1000447
413,77.6876,12.919011666666664,0,1000448
414,77.68785666666666,12.919056666666664,0,1000449
415,77.68791999999998,12.919123333333333,0,1000451
416,77.68790666666666,12.918908333333333,0,1000452
417,77.69107833333334,12.943406666666665,0,1000453
418,77.68988,12.919726666666667,0,1000454
419,77.68789166666667,12.918883333333332,0,1000456
420,77.69899166666667,12.915768333333334,0,1000457
421,77.68771166666667,12.919198333333336,0,1000467
422,77.69181833333333,12.92028,0,1000471
423,77.687895,12.91891,0,1000475
424,77.68813166666666,12.918764999999999,0,1000482
425,77.68789833333334,12.918905,0,1000483
426,77.69232666666667,12.94367,0,1000486
427,77.68778833333333,12.919241666666665,0,1000487
428,72.88794666666666,19.099065,1,1000490
429,73.73058499999998,18.523410000000002,1,1000491
430,73.72999333333334,18.52349,1,1000494
431,73.94402666666667,18.519381666666668,1,1000499
432,73.73123666666666,18.522265,1,1000485
433,73.73198166666667,18.523566666666667,1,1000002
434,73.86168833333333,18.530185,1,1000128
435,73.7329,18.522175,1,1000133
436,73.73255999999998,18.523163333333333,1,1000134
437,73.73170999999998,18.523816666666665,1,1000140
438,73.730563333333,18.52342,1,1000176
439,73.73195,18.523705,1,1000179
440,73.73063,18.523356666666672,1,1000186
441,73.73303333333334,18.525676666666666,1,1000217
442,73.73257166666667,18.522401666666667,1,1000239
443,73.732095,18.523423333333334,1,1000253
444,73.84605666666667,18.531258333333334,1,1000271
445,73.86231333333333,18.52872,1,1000275
446,73.731835,18.523646666666668,1,1000297
447,73.73012666666666,18.519891666666666,1,1000301
448,73.73057333333334,18.523426666666666,1,1000307
449,73.7324,18.521853333333333,1,1000309
450,73.72928333333333,18.5227,1,1000323
451,73.73014333333333,18.51985,1,1000328
452,73.73299333333334,18.525633333333328,1,1000335
453,73.73297,18.525868333333328,1,1000381
454,73.73011666666666,18.51999,1,1000390
455,73.73058,18.52338,1,1000391
456,73.94103166666666,18.518178333333328,1,1000404
457,73.93977333333333,18.519406666666665,1,1000405
458,73.73246,18.52332833333333,1,1000409
459,73.84977666666667,18.529846666666668,1,1000411
460,73.94539333333333,18.514516666666665,1,1000416
461,73.73068166666667,18.522154999999998,1,1000418
462,73.732185,18.525376666666666,1,1000422
463,73.93928166666667,18.519736666666667,1,1000425
464,73.8803,18.535505,1,1000426
465,73.73167,18.52379833333333,1,1000437
466,73.73048666666666,18.521806666666667,1,1000438
467,73.93867833333333,18.519476666666666,1,1000441
468,73.73103666666667,18.523741666666666,1,1000450
469,73.73242666666667,18.522721666666666,1,1000458
470,73.73134333333333,18.523773333333327,1,1000459
471,73.940955,18.518111666666666,1,1000460
472,73.93964,18.51961,1,1000461
473,73.94093833333334,18.518171666666667,1,1000462
474,73.73204333333334,18.523666666666667,1,1000463
475,73.73240833333334,18.522461666666672,1,1000464
476,73.90538000000002,18.513081666666668,1,1000465
477,73.73244833333334,18.522326666666668,1,1000466
478,73.73041833333333,18.521771666666666,1,1000469
479,73.73309166666667,18.525616666666668,1,1000470
480,73.73039,18.52388833333333,1,1000472
481,73.733645,18.529873333333327,1,1000473
482,73.73205333333334,18.523665,1,1000474
483,73.73242666666667,18.524046666666667,1,1000476
484,73.73298333333334,18.52567,1,1000477
485,73.73251166666667,18.522441666666666,1,1000478
486,73.73204333333334,18.523506666666666,1,1000479
487,73.8619,18.52983333333333,1,1000480
488,73.73265,18.52224333333333,1,1000481
489,73.732105,18.523585,1,1000484
490,73.93977833333334,18.519581666666667,1,1000488
491,73.73046833333333,18.521753333333333,1,1000489
492,73.73047333333334,18.521711666666672,1,1000492
